TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.232199546,-192.234,36.6038,-12.0796,3.1986,2.34925,-1.06291,-4.62115,0.10812,-0.393164,-1.0676,0.443624,-3.85508,-4.03397,-1.82077,0.540937,0.922308,-1.50464,-2.31385,-3.71892,-4.25338,-2.77537
0.255419501,-192.209,31.6995,-12.7146,9.82774,5.02652,5.7478,-0.648738,1.35728,-0.248062,0.118805,-0.49926,-0.41049,1.01978,3.27082,2.35358,0.140954,-1.59712,-2.02696,-1.35721,-1.78627,0.33844
0.278639456,-185.581,30.3253,-12.8293,5.35625,3.15406,5.06884,-3.9195,2.40239,-0.186649,0.457219,-1.65414,2.06992,-1.17225,-1.72381,-0.136328,2.36452,-0.120772,-1.1514,-1.37742,-1.8844,-0.0618707
0.301859410,-194.344,28.6992,-15.947,4.37949,1.53714,4.85148,-3.68369,-1.36591,-1.52488,1.21088,1.7885,2.80101,-1.32129,-0.0183014,0.979335,2.48634,1.17176,1.09665,-0.0972974,-3.36822,-2.22498
0.325079365,-196.665,25.8385,-17.1422,4.89824,2.77241,2.64701,-3.41526,1.58177,-1.02844,-1.34775,-0.653828,3.8515,2.30955,1.91902,2.08306,2.40084,0.175184,-2.47821,-3.32922,-2.30464,-1.66884
0.348299320,-196.196,31.3903,-17.2368,2.766,2.16784,3.54199,-1.69645,2.40117,0.0553381,1.27478,0.0315706,1.92916,-0.430018,0.266094,1.52982,0.569456,-3.11919,-3.6954,-0.265472,-0.571033,-1.25782
0.371519274,-201.204,33.2968,-18.3016,4.69457,1.34912,-0.302456,-3.1743,4.06363,1.86814,0.629069,0.0762338,2.12196,-0.239441,1.19151,1.48725,-0.333298,-1.84644,-2.18939,-0.833278,-2.59729,-1.94175
0.394739229,-198.421,33.7352,-18.8272,3.91038,1.72471,-1.43725,-3.49003,1.28016,-0.597811,1.69458,-0.732309,0.946045,-0.913182,-0.0510683,1.14366,-0.846934,-0.383943,0.906602,-1.76059,-3.63431,-3.96398
0.417959184,-201.458,32.6272,-19.7459,1.50645,2.76066,2.12643,-3.01816,0.780541,2.70076,1.14175,-2.35515,0.209505,-1.33305,0.306951,2.28517,2.70329,-0.12956,0.375511,-0.231685,-1.82378,-0.978481
0.441179138,-197.756,30.5994,-15.5312,2.97161,3.49424,4.52836,-0.859853,0.587864,-1.02113,-0.790738,-0.54362,-1.97679,-1.64733,0.228557,3.27754,1.20844,0.905589,-1.02234,0.0544883,-0.0983187,-1.40837
0.464399093,-186.766,29.2117,-12.4642,2.37881,3.80572,5.81152,-2.94625,0.839804,-1.20331,0.673606,-1.38742,-2.20355,-1.92099,2.16668,0.306381,0.964793,-2.25105,-2.18335,-2.28716,-1.66188,0.773687
0.487619048,-194.051,29.5916,-10.2655,6.85661,3.43863,3.57271,-2.14546,3.28064,1.15042,2.74201,0.120069,-0.278889,3.38865,4.47745,2.63834,2.0492,0.883348,-0.522418,-0.0877229,-0.676034,-0.672099
0.510839002,-192.438,28.4134,-13.8505,7.22544,4.29157,3.65138,-3.99255,-1.29748,-1.32643,0.852762,-0.00340496,1.58402,-1.23848,-1.46759,0.73146,1.42652,0.455957,1.66055,1.08796,-1.68809,-3.15852
0.534058957,-195.789,30.1722,-15.7122,5.80079,5.01817,3.60911,-3.06305,-0.678627,-2.51165,-0.0733999,0.308448,0.793884,-2.74262,-1.17745,0.372064,-0.492666,-0.462034,1.1262,-1.70545,-3.71338,-2.60703
0.557278912,-198.01,33.4507,-16.6228,4.89509,4.34854,2.95995,-4.3522,-0.954093,-3.68506,-2.4035,-1.78522,-0.912005,-3.0942,-0.239433,-0.919038,0.821207,-0.20194,-0.388551,-0.418128,-3.26363,-2.71475
0.580498866,-199.234,33.4077,-18.1718,5.54827,3.33744,1.31852,-6.08285,-2.60029,-2.96331,-4.1935,-3.40959,-0.648408,-1.50486,-1.87326,-0.032404,0.19056,-1.75214,-1.27931,-1.70742,-1.9704,-1.96951
0.603718821,-199.824,33.1288,-14.6378,10.2618,4.71104,1.72381,-6.82226,-2.24758,-2.27276,-1.8026,-1.90762,0.501451,-2.17872,-1.34333,1.92894,1.30656,-1.52923,-2.54354,-1.81519,-2.5125,-2.99397
0.626938776,-199.176,34.3598,-15.9172,8.69794,4.14069,2.25782,-5.14151,-1.68852,-0.90571,-0.312641,-0.511873,-1.92659,-4.79975,-0.684189,0.18929,0.533937,-0.635486,-2.36013,-1.33666,-2.36326,-0.799091
