TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,5.41633e-05,8.28729e-06,2.23301e-05,0.00047243,0.000532842,0.000627737,0.000633247,0.000336325,0.00888995,0.0207548,0.0169802,0.0135372,0.00612573,0.000920515,0.00014647,8.06348e-05,0.00010549,8.26981e-05,0.000317967,0.00057777,0.000669732,0.00046046,9.34739e-05,1.87169e-05,7.25447e-05,0.00132996,0.00581429,0.00878441,0.00318886,0.000157481,4.24703e-06,5.83965e-08,8.04834e-05,0.000579511,0.000604327,0.000852829,0.000562987,0.000137649,0.00541222,0.0116734,0.00947017,0.00892059,0.00360629,0.00104209,6.88033e-05,0.000109233,0.000454175,0.000861279,0.00105081,0.00127955,0.000621403,0.000233823,2.23748e-06,4.49825e-06,0.000104569,0.00224215,0.00902165,0.00720343,0.00104806,2.14691e-05,4.3217e-06,9.72195e-06,0.000235812,0.000553895,0.000645839,0.000786564,0.000224187,7.01439e-05,0.00936885,0.0218472,0.0176959,0.0143168,0.00558596,0.000323402,0.000155738,5.34685e-05,7.39156e-05,0.000387687,0.000608812,0.000490985,0.000248387
1.486077098,0.000116533,9.56461e-06,2.24154e-05,0.00047243,0.000566479,0.000653093,0.00069234,0.000379,0.00891551,0.0207987,0.0170446,0.0135474,0.00635552,0.00101903,0.000481416,0.000381963,0.000122826,0.00014057,0.000342168,0.000671972,0.00075897,0.000478657,9.38917e-05,1.978e-05,7.33567e-05,0.0013325,0.00582445,0.00936821,0.00436177,0.000444414,1.19787e-05,2.03677e-06,8.68905e-05,0.000587297,0.000604327,0.000873849,0.000594729,0.000149532,0.00541901,0.0116788,0.00953629,0.00898025,0.00370803,0.00112106,0.000137463,0.000118632,0.000469533,0.000967508,0.00116676,0.00133194,0.000623298,0.000241841,2.23748e-06,4.60704e-06,0.000106585,0.00236639,0.00956803,0.00783105,0.00146,0.000108817,6.67296e-06,1.34176e-05,0.000240382,0.000574001,0.000664126,0.000796192,0.000238251,0.000116146,0.00937847,0.0218508,0.0178737,0.014452,0.00570715,0.000324409,0.000155738,8.65875e-05,0.0001026,0.000488858,0.000724117,0.00052926,0.000248387
2.972154195,0.000630781,9.56461e-06,2.47144e-05,0.000472477,0.00056883,0.000692528,0.000866801,0.000392681,0.00891572,0.0208232,0.0170498,0.0136903,0.0072178,0.0013226,0.000512189,0.000383872,0.000132895,0.000144137,0.000372092,0.000723537,0.000801319,0.000496436,0.000144912,2.25614e-05,7.43227e-05,0.00133688,0.0062397,0.0107144,0.00466305,0.000448631,1.19787e-05,2.10644e-06,8.72486e-05,0.000587332,0.000606543,0.000997263,0.000868766,0.000170522,0.00548082,0.0116984,0.0101452,0.00914255,0.00379958,0.00146804,0.000206827,0.00012031,0.000469533,0.000968103,0.00117536,0.00148837,0.00063768,0.000241978,2.20276e-05,9.70902e-06,0.000110614,0.00252033,0.0103038,0.00847956,0.00156793,0.000110855,1.10722e-05,1.41456e-05,0.00024056,0.000580047,0.000706146,0.00085281,0.000277486,0.000145815,0.00948923,0.0218737,0.0181596,0.0145625,0.00594727,0.000818677,0.000170907,8.8045e-05,0.000103458,0.000508575,0.00077698,0.000566414,0.000248387
4.458231293,0.000638875,9.56461e-06,2.58865e-05,0.00050006,0.00057451,0.000701013,0.000902668,0.000413384,0.00891592,0.0208232,0.0170503,0.0137472,0.00723683,0.00132308,0.000518654,0.000408973,0.000132895,0.000294724,0.000431239,0.00107852,0.000984697,0.000500945,0.000144912,2.25614e-05,7.43227e-05,0.00133879,0.00624013,0.011128,0.00649531,0.00111138,2.28637e-05,2.10644e-06,8.72486e-05,0.000644165,0.000628411,0.00101591,0.000959078,0.000181412,0.00548082,0.0116984,0.0101509,0.0092162,0.00382696,0.00146951,0.000212009,0.000229387,0.000491087,0.0010155,0.00120229,0.00189565,0.000785898,0.000259641,2.31042e-05,9.70902e-06,0.000135895,0.00263626,0.0107024,0.00891651,0.0034131,0.000720779,1.10722e-05,1.41456e-05,0.000244878,0.000662945,0.00076658,0.000938307,0.000284397,0.000145922,0.00948952,0.0219239,0.0181696,0.0145628,0.00596595,0.000833149,0.000173761,0.000119053,0.000120128,0.000814896,0.000853076,0.000567482,0.000260321
5.944308390,0.000678061,1.43083e-05,2.58865e-05,0.00050006,0.00057451,0.00070438,0.000928055,0.000423297,0.00894144,0.0208862,0.0170514,0.0137587,0.00724317,0.00132391,0.000518654,0.000408973,0.000132895,0.000318501,0.000567103,0.0012782,0.000991112,0.000501857,0.000146229,2.25614e-05,8.58245e-05,0.00171859,0.00738325,0.0116337,0.00652991,0.0011167,2.36967e-05,2.10644e-06,8.74108e-05,0.000644664,0.000644254,0.00105094,0.000966463,0.00018159,0.00548082,0.011704,0.0101638,0.00922575,0.00383899,0.00150308,0.000212221,0.000229387,0.000491288,0.00105772,0.00137607,0.00201594,0.000785968,0.000259641,2.31042e-05,9.70902e-06,0.000144194,0.00340218,0.0130178,0.0096356,0.0034131,0.000720779,1.10722e-05,1.49058e-05,0.000247375,0.000705674,0.000911643,0.000972376,0.000284397,0.000145922,0.00948997,0.0219346,0.0181806,0.0145671,0.00598151,0.000855975,0.000173761,0.000119053,0.000120413,0.000844655,0.000973863,0.000598053,0.000260321
7.430385488,0.000719448,1.83489e-05,2.98714e-05,0.000500162,0.000575438,0.000748637,0.00101388,0.000461625,0.00894673,0.020898,0.0170573,0.0137736,0.00728218,0.00135474,0.00052978,0.000419278,0.000151059,0.000318501,0.000574915,0.00132757,0.00107758,0.000537668,0.000157126,2.37471e-05,9.03343e-05,0.00173797,0.0074902,0.0119335,0.00699135,0.00138732,6.15752e-05,2.87195e-06,9.01845e-05,0.00065239,0.000669992,0.00112659,0.00101293,0.000199078,0.00549249,0.0117342,0.010165,0.009227,0.00384856,0.00151842,0.000212221,0.000248738,0.000524718,0.00106362,0.00138044,0.00203037,0.00080661,0.000259641,2.31042e-05,9.70902e-06,0.000155948,0.00353535,0.0134456,0.0101603,0.00365744,0.000800995,1.96838e-05,1.49058e-05,0.000247375,0.000730874,0.000954269,0.000989046,0.000291722,0.000148031,0.00950884,0.0219485,0.0181806,0.0145671,0.00598151,0.00085662,0.000173971,0.000145356,0.000138216,0.000852226,0.00100073,0.000647512,0.000262538
8.916462585,0.000813694,1.96282e-05,3.06613e-05,0.000500623,0.000591613,0.000874208,0.00119397,0.000470987,0.00894686,0.020898,0.0170615,0.0137746,0.00730946,0.00141636,0.000579366,0.000422017,0.000151913,0.000324138,0.000581535,0.00135234,0.00114974,0.000574789,0.000161329,2.37471e-05,9.03343e-05,0.00173797,0.00751946,0.0121375,0.00731084,0.00145923,6.54359e-05,2.87195e-06,9.12281e-05,0.000655047,0.000718576,0.00123112,0.00104049,0.000199078,0.00549279,0.0117344,0.0101688,0.00926861,0.0038966,0.00157652,0.000215165,0.000248738,0.000527525,0.00106562,0.00139252,0.00215237,0.00091918,0.000276103,2.31042e-05,9.70902e-06,0.000157603,0.00356913,0.0136054,0.0103872,0.00367738,0.000801794,1.996e-05,1.53174e-05,0.000249717,0.000784408,0.00106104,0.00101485,0.000292124,0.000150874,0.00951187,0.0219496,0.0181918,0.0145942,0.00602281,0.000870031,0.000174407,0.00014721,0.000140139,0.000859002,0.00103382,0.000731354,0.000294382
10.402539683,0.018217,0.00629337,0.00142747,0.000850175,0.000591613,0.000874208,0.00119397,0.001032,0.00992936,0.0211806,0.0170615,0.0137746,0.00733026,0.00160691,0.00319532,0.00152215,0.00247326,0.0067417,0.00231406,0.00139182,0.00114974,0.000574789,0.000161329,2.37471e-05,9.11841e-05,0.00173854,0.00752995,0.0123046,0.0103663,0.0115813,0.00371564,0.000435879,0.000179572,0.000655047,0.000729152,0.0012813,0.00109153,0.000201518,0.00549322,0.0117398,0.0101688,0.00930755,0.00416929,0.00217977,0.000409893,0.000248738,0.000527958,0.00106622,0.00139252,0.00215237,0.000920232,0.000277784,2.34103e-05,1.12694e-05,0.000157603,0.00361878,0.0139671,0.0112274,0.00379272,0.000802508,1.996e-05,1.53174e-05,0.000249717,0.000787913,0.00108452,0.00104746,0.000299488,0.000152892,0.00951894,0.0219518,0.0182099,0.0147297,0.00613246,0.000875496,0.000174497,0.00014721,0.000140139,0.000860541,0.0010543,0.000749334,0.000299999
11.888616780,0.0182572,0.00751557,0.0101798,0.00766864,0.00191871,0.000874208,0.00119397,0.001032,0.042787,0.177945,0.155602,0.0269323,0.00733026,0.00179743,0.020556,0.0431521,0.00359953,0.00674187,0.00252303,0.00883628,0.0214361,0.000574789,0.000161329,2.37471e-05,9.11841e-05,0.00173854,0.0138184,0.0358993,0.0182146,0.0875718,0.166507,0.0718607,0.0132208,0.00202092,0.000743436,0.00141754,0.0011278,0.000201518,0.00549322,0.0117398,0.0123041,0.0606233,0.178504,0.111398,0.00491723,0.00195069,0.0120404,0.00749216,0.00234224,0.00215237,0.000920232,0.000277784,2.34103e-05,0.0101343,0.0481022,0.0450526,0.112456,0.306753,0.116968,0.0119932,0.0018499,1.53174e-05,0.000249717,0.000787913,0.00108452,0.00104746,0.000299488,0.000188302,0.0541782,0.205468,0.097383,0.0211894,0.0125839,0.0801767,0.18601,0.0452774,0.000140795,0.000860541,0.0010543,0.000749334,0.000299999
