TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
77.926167800,2.74959,0.234683,0.0381732,0.606879,1.46322,0.0707149,0.0336293,1.33534,0.972023,0.0557479,0.0347572,1.15506
77.972607710,2.73415,0.168848,0.0531289,0.572326,1.40827,0.713399,0.0216066,1.25698,0.25158,0.055748,0.00347319,1.2804
78.019047619,2.28542,0.167812,0.125514,0.346089,1.10528,1.18716,0.180809,1.70517,0.0522856,0.0295243,0,1.42424
78.065487528,1.6606,0.103982,0.253954,0.258069,0.751846,1.3767,0.651688,2.13941,0.00311827,0.00286674,0,1.57312
78.111927438,1.19667,0.0158977,0.433287,0.159955,0.594029,1.47513,0.854314,2.50042,0,0,0.329983,1.57276
78.158367347,1.66203,0.0295331,0.512462,0,0.743224,1.28428,0.765184,2.62641,0.0149589,0.000804239,0.601351,1.31413
78.204807256,2.22476,0.444203,0.579499,0,1.20511,0.441505,0.296561,2.71344,0.0173041,0.014603,0.560308,0.47144
78.251247166,2.44643,0.480391,0.788423,0.00345892,1.01427,0.228164,0.114929,2.00495,0.0856194,0.0253727,0.598455,0.49788
78.297687075,3.00057,0.139247,0.75299,0.307552,0.318235,0.250337,0.0202777,2.05219,0.271653,0.021119,0.548201,0.346913
78.344126984,3.04332,0.046388,0.793189,0.625343,0.31371,0.658297,0.19031,2.0504,0.378293,0.0437848,0.771801,0.210046
78.390566893,2.89078,0.167056,0.905411,0.751724,0.42562,1.43446,0.388303,1.40489,0.237779,0.0796525,0.983709,0.000971264
78.437006803,2.46573,0.278512,0.701029,0.595932,0.477564,2.21397,0.30828,0.453,0.125419,0.584744,0.810996,0.0121367
78.483446712,2.15373,0.300912,0.495546,0.305791,0.28772,2.82899,0.195684,0.527153,0,1.13341,0.578934,0.0183968
78.529886621,1.96859,0.191458,0.0253758,0.378517,0.00452413,3.30351,0.139656,0.638628,0,1.42332,0.0333991,0.185523
78.576326531,1.97648,0.0118167,0.0680675,0.492004,0.00185188,3.41356,0.133955,0.589357,0,1.60344,0.0158616,0.147085
78.622766440,2.37019,0,0.0721312,0.316157,0.0605289,3.14775,0.0610851,0.482428,0,1.68737,0.00306691,0.326189
78.669206349,2.49699,0,0.218273,0.160023,0.133375,2.89491,0.859136,0.166602,0.0240519,1.4405,0.00175432,0.154201
78.715646259,2.62503,0.0450142,0.446009,0.033957,0.213747,2.10812,1.36466,0.027188,0.109416,0.965376,0.195735,0.185854
78.762086168,2.49987,0.172985,0.645478,0.180512,0.0576899,1.59865,1.3458,0.0991491,0.206666,0.607325,0.428727,0.341528
78.808526077,2.16652,0.194166,2.10215,0.255466,0.0303654,1.63028,1.06501,0.20274,0.179644,0.364134,0.0367315,0.267983
78.854965986,1.31354,0.064398,2.88244,0.251013,0.0666563,1.07562,0.896075,0.81533,0.150843,0.254234,0.0143599,0.682954
78.901405896,0.135383,0.0225952,2.12786,0.480216,0.0331096,0.519693,0.449544,2.33375,0.277723,0.108229,0.0824599,1.43691
78.947845805,0.235527,0.00156316,1.90659,0.316114,0.00605574,0.430344,0.451106,2.63977,0.356306,0.292782,0.0183858,1.86291
78.994285714,0.340129,0.0634378,2.22356,0.108527,0.00877722,0.224592,0.341293,3.05126,0.0352304,0.262727,0.0256099,1.86548
79.040725624,0.000277385,0.0297842,2.43395,0.210392,0,0.3134,0.259984,3.34435,0,0.247428,0.037904,1.92977
79.087165533,0.0288238,0.12306,2.33833,0.337245,0,0.388906,0.22029,3.26978,0,0.212729,0.0794768,2.12225
79.133605442,0.202343,0.18732,2.01318,0.367111,0.0550614,0.311769,0.168279,3.45345,0.000503672,0.153166,0.0896225,2.21308
79.180045351,0.1237,0.188177,1.71247,0.300421,0.154604,0.198921,0.130848,3.93903,0.000939746,0,0.10147,2.28019
79.226485261,0.0775124,0.30113,1.78011,0.168697,0.0881978,0.289907,0.0962295,3.97495,0.0447566,0,0.0986398,2.23188
79.272925170,0.103443,0.498573,1.86935,0.127178,0.00192954,0.278936,0.077773,4.17892,0.0734941,0.0644505,0.0568196,1.83568
79.319365079,0.167039,0.140525,2.15866,0.158819,0.0249446,0.205927,0.091746,4.20769,0.0702979,0.317639,0.0303891,1.26702
79.365804989,0.118878,0.155311,2.0973,0.306945,0.160163,0.00732181,0.140748,3.69003,0.115249,0.299099,0.16767,0.869263
79.412244898,0.225635,0.103299,1.90577,0.173165,0.256081,0.438289,0.477131,2.42168,0.803934,0.207562,0.376731,1.20517
79.458684807,0.257102,0.0955277,1.7639,0.00746743,0.217091,0.810065,0.476699,2.35397,0.83387,0.118448,0.242483,1.57701
79.505124717,0.289938,0.0484834,1.95505,0.0572877,0.0496961,1.33406,0.262929,1.965,0.676251,0.108347,0.0524411,1.28726
79.551564626,0.0825383,0.244896,1.51917,0.372802,0.14361,1.18329,0.160763,1.81101,0.257417,0.377615,0.242754,0.401736
79.598004535,0.120657,0.414353,1.31106,0.539329,0.0558223,0.919429,0.106334,1.09368,0.375575,0.642131,0.505342,0.172474
