TIME,27.7576,30.2811,32.8045,35.3279,37.8513,40.3748,42.8982,45.4216,47.945,50.4684,52.9919,55.5153,58.0387,60.5621,63.0856,65.609,68.1324,70.6558,73.1792,75.7027,78.2261,80.7495,83.2729,85.7964,88.3198,90.8432,93.3666,95.89,98.4135,100.937,103.46,105.984,108.507,111.031,113.554,116.077,118.601,121.124,123.648,126.171,128.695,131.218,133.741,136.265,138.788,141.312,143.835,146.358,148.882,151.405,153.929,156.452,158.976,161.499,164.022,166.546,169.069,171.593,174.116,176.64,179.163,181.686,184.21,186.733,189.257,191.78,194.304,196.827,199.35,201.874,204.397,206.921,209.444,211.967,214.491,217.014,219.538,222.061,224.585,227.108,229.631,232.155,234.678,237.202,239.725,242.249,244.772,247.295,249.819,252.342,254.866,257.389,259.912,262.436,264.959,267.483,270.006,272.53,275.053,277.576,280.1,282.623,285.147,287.67,290.194,292.717,295.24,297.764,300.287,302.811,305.334,307.858,310.381,312.904,315.428,317.951,320.475,322.998,325.521,328.045,330.568,333.092,335.615,338.139,340.662,343.185,345.709,348.232,350.756,353.279,355.803,358.326,360.849,363.373,365.896,368.42,370.943,373.466,375.99,378.513,381.037,383.56,386.084,388.607,391.13,393.654,396.177,398.701,401.224,403.748,406.271,408.794,411.318,413.841,416.365,418.888,421.411,423.935,426.458,428.982,431.505,434.029,436.552,439.075,441.599,444.122,446.646,449.169,451.693,454.216,456.739,459.263,461.786,464.31,466.833,469.357,471.88,474.403,476.927,479.45,481.974
0.000000000,2364.61,2375.61,2385.81,2308.96,2262.42,2276.15,2220.33,2135.27,2128.45,2109.95,2030.8,2035.96,2136.34,2196.67,2253.86,2277.29,2127.64,2003.65,2067.42,2043.6,1885.1,1842.17,1632.11,1245.73,1481.45,2063.61,2126.33,2055.53,2197.38,2203.94,2125.83,2159.85,2137.78,2018.45,2007.66,2042.8,2023.38,2081.34,2147.84,2094.98,2059.3,2113.97,2132.15,2127.09,2235.18,2311.17,2177.11,2049.01,2035.28,1966.05,1932.07,2015.15,2059.2,2145.24,2339.78,2376.74,2413.07,2771.82,2765.76,2073.15,1681.4,1768.95,1720.02,1645.31,1717.23,1721.42,1677.16,1745.78,1805.82,1784.05,1811.1,1782.6,1601.39,1491.56,1532.62,1533.35,1468.47,1465.8,1472.1,1414.79,1435.08,1529.16,1518.17,1488.03,1502.4,1426.98,1331.52,1265.54,1117.52,1030.53,1096.77,1012.7,976.361,1452.96,1835.08,1670.08,1538.15,1513.51,1347.48,1294.21,1427.4,1468.93,1367.58,1309.9,1300.61,1289.67,1343.9,1392.82,1345.48,1313.24,1370.58,1386.18,1323.83,1301.69,1275.01,1191.76,1176.97,1210.91,1171.6,1161.4,1238.65,1288.3,1336.64,1380.36,1308.17,1316.17,1495.21,1298.42,731.28,579.699,759.132,792.042,833.946,901.682,839.457,772.013,805.281,831.616,788.46,757.287,725.539,669.402,666.781,680.601,621.926,569.666,602,632.516,633.335,681.273,720.633,676.298,622.846,562.835,461.142,422.604,445.749,437.698,462.566,509.082,486.604,616.427,943.872,972.698,687.38,568.771,575.571,526.033,533.852,580.01,544.08,488.582,515.888,554.321,551.133,561.276,543.635,478.384,464.284,497.232,482.092
1.486077098,2430.01,2452.37,2490.48,2373.12,2316.01,2366.49,2297.06,2174.18,2194.1,2185.23,2066.86,2065.66,2218.15,2267.71,2329,2406.62,2194.33,2013.11,2158.28,2149.47,1906.55,1911.18,1751.12,1124.39,1452.16,2308.28,2202.16,2074.33,2323,2297.48,2164,2245.71,2236.58,2045.06,2053.29,2126.26,2053.63,2144.97,2247.89,2152.17,2098.97,2187.61,2209.6,2164.84,2316.25,2452.02,2247.46,2076.35,2117.42,2011.76,1946.19,2092.37,2110.17,2181.15,2465.59,2486.6,2422.56,2981.03,3134.84,2076.47,1621.82,1870.34,1752.6,1652.85,1781.15,1786.71,1690.08,1803.98,1893.15,1822.5,1887.92,1885.63,1633.19,1494.69,1589.11,1592.83,1491.54,1502.98,1532.26,1436.89,1451.19,1614.23,1569.59,1519.35,1583.56,1478.07,1355.35,1327.43,1132.12,1006.37,1147.78,1045.2,872.024,1568.2,2098.5,1699.47,1582.83,1613.44,1354.89,1291.04,1495.34,1557.26,1393.68,1337.2,1345.42,1304.3,1389.52,1460.79,1386.99,1330.19,1427.86,1456.7,1353.03,1344.15,1334.61,1207.28,1196.99,1268.44,1198.89,1169.12,1294.39,1333.64,1379.75,1474.16,1348.49,1327.49,1654.66,1516.78,675.425,529.084,829.49,785.292,861.305,962.723,868.024,769.516,832.052,879.998,805.373,781.096,756.615,672.668,679.954,718.648,637.403,560.585,619.155,658.941,638.827,705.778,773.522,700.316,642.377,595.332,456.396,412.045,465.996,434.267,462.533,541.359,474.115,594.857,1100.73,1138.12,668.876,569.586,611.353,520.405,542.097,618.062,567.741,480.142,529.835,587.292,560.961,589.647,577.212,480.369,467.086,526.791,505.096
2.972154195,2129.29,2167.15,2231.42,2084.5,2024.66,2109.77,2037.92,1886,1939.29,1938.98,1798.85,1784.9,1979.23,2002.03,2054.51,2189.91,1937.54,1716.76,1936.25,1945.32,1640.58,1691.98,1642.35,841.269,1225.18,2263.94,1933.32,1784.6,2112.92,2054.7,1874.21,2002.74,2011.21,1764.59,1793.83,1905.5,1772.19,1893.7,2021.42,1888.27,1827.81,1937.35,1967.02,1874.67,2056.31,2236.84,1988.65,1785.99,1899.08,1756.83,1671,1863.41,1855.86,1879.33,2245.75,2222.64,2072.29,2729.89,3130.88,1751.52,1333.37,1702.54,1530.7,1406.49,1592.64,1586.95,1452.48,1591.98,1713.27,1578.84,1691.65,1713.49,1425.1,1271.21,1416.58,1419.23,1291.09,1319.04,1368.21,1249.56,1243.87,1474.32,1384.28,1323.59,1434.95,1313.42,1171.24,1202.62,980.696,831.324,1032.4,941.375,628.068,1484.7,2103.36,1447.98,1402.18,1481.48,1160.58,1094.41,1345.7,1421.83,1210.25,1165.4,1198.03,1119.51,1233.66,1313.57,1225.41,1145.97,1275.88,1317.47,1176.38,1189.5,1199.77,1044.37,1035.62,1147.36,1045.03,1004.11,1158.43,1189.22,1203.46,1371.46,1175.22,1147.4,1557.16,1576.98,527.885,419.485,790.076,655.279,763.12,887.173,767.348,652.524,734.36,805.369,698.082,691.123,678.315,574.786,592.26,653.535,560.711,465.591,548.201,588.817,549.31,623.257,719.519,617.024,566.874,543.359,385.508,338.049,424.214,364.39,394.911,498.056,394.665,477.699,1124.78,1173.41,536.748,493.43,559.634,436.141,470.294,567.65,509.565,398.189,466.776,537.522,483.879,532.042,529.256,408.828,401.23,479.031,457.114
4.458231293,1574.01,1624.38,1698.41,1552.43,1489.01,1603.36,1532.51,1377.44,1456.59,1457.22,1327.1,1293.04,1507.29,1495.31,1529.61,1707.16,1446.42,1228.99,1474.21,1512.96,1176.3,1273.4,1332.91,515.437,901.004,1940.12,1426.24,1284.71,1651.17,1555.61,1369.64,1512.4,1547.04,1276.56,1325.82,1457.91,1282.31,1419.68,1547.8,1400.55,1343.86,1452.49,1493.97,1359.21,1554.18,1737.63,1498.61,1283.25,1457.38,1296.43,1201.96,1417.71,1379.44,1359.27,1752.8,1682.84,1494.53,2102.85,2772.2,1222.21,936.632,1309.24,1146.24,990.546,1221.74,1194.3,1048.18,1191.82,1324.95,1147.4,1290.44,1328.5,1053.98,900.243,1080.99,1070.85,943.099,979.522,1037.7,923.045,886.316,1163.37,1026.19,975.499,1107.45,993.152,848.634,931.296,724.226,563.536,800.591,727.767,346.236,1245.87,1851.13,1015.41,1055.17,1170.86,830.971,781.604,1027.9,1113.81,883.196,858.349,910.158,803.881,932.09,1004.23,918.715,829.16,967.476,1021.24,855.393,897.361,914.894,765.495,750.366,891.873,765.674,725.601,882.523,902.772,880.13,1100.35,860.933,836.028,1243.01,1455.3,366.348,305.356,644.222,460.15,565.883,709.821,568.987,465.838,548.372,632.372,508.788,517.023,520.972,410.462,435.412,509.985,417.07,322.686,411.977,449.186,397.197,462.386,580.675,453.998,427.917,421.259,277.277,227.264,334.507,255.97,281.129,399.814,271.704,315.254,1008.09,1078.56,342.436,366.187,440.926,301.985,348.431,443.426,392.501,272.225,350.639,422.418,348.592,409.167,416.929,289.948,291.878,369.228,357.426
5.944308390,957.222,1004.91,1071.5,957.975,888.701,1019.21,949.967,821.181,908.177,901.648,811.137,754.518,962.423,919.036,929.53,1126.97,882.683,712.765,938.573,984.207,679.981,800.641,910.962,268.589,605.481,1429.25,870.095,738.233,1089.12,980.301,810.789,945.673,1001.2,741.768,811.324,932.008,747.895,887.068,983.339,854.251,811.575,895.988,947.643,796.745,977.41,1123.31,943.783,739.785,938.342,787.103,697.703,901.464,845.052,798.046,1145.04,1064.13,871.452,1327.98,2178.19,686.896,565.34,823.686,718.064,560.678,781.788,742.611,618.683,733.728,859.08,680.687,812.185,866.883,643.032,504.662,699.872,661.4,564.931,602.038,648.367,567.236,503.653,781.307,620.386,592.102,711.899,624.123,498.957,604.775,444.005,299.746,526.649,470.078,129.749,939.884,1431.26,563.281,644.73,796.118,477.425,449.402,660.777,728.512,525.179,525.608,570.754,467.825,588.618,631.414,575.669,485.492,604.694,671.213,497.908,565.266,579.013,460.871,441.301,585.936,455.667,427.547,559.28,572.788,519.561,752.856,515.793,491.277,836.456,1173.31,272.803,234.609,433.264,267.897,342.289,480.686,348.457,269.146,335.087,423.434,299.549,316.421,341.05,231.657,263.773,337.581,251.706,182.645,255.396,285.911,235.838,277.459,402.263,270.518,270.733,270.356,167.672,118.144,225.164,145.811,161.244,276.442,148.14,165.008,788.432,898.501,156.294,225.022,300.828,160.253,217.592,291.126,249.973,149.085,221.095,277.367,205.16,261.361,275.937,168.078,172.514,235.6,240.699
7.430385488,453.052,489.493,532.046,466.44,400.744,520.209,459.364,374.128,449.256,434.354,389.867,328.065,496.442,436.064,435.178,611.397,408.815,316.872,481.733,507.593,301.358,403.274,497.46,157.162,431.377,875.791,428.423,308.49,578.14,501.195,358.634,461.768,532.226,315.207,390.289,480.833,322.179,443.16,495.113,403.705,380.38,429.025,482.043,350.253,486.953,579.255,479.19,310.848,491.243,372.692,296.948,464.167,406.263,346.617,608.661,542.786,370.688,655.613,1515.12,327.139,302.288,399.607,356.555,240.256,400.34,357.355,285.308,351.582,447.939,311.762,398.478,461.029,307.09,200.281,375.811,312.841,261.736,293.713,313.145,278.684,209.901,431.396,288.91,282.681,359.533,315.325,223.968,310.252,222.024,115.003,277.942,248.561,24.6496,660.537,984.109,225.222,289.038,462.878,204.198,186.83,348.409,382.547,237.675,259.504,279.237,204.196,300.317,306.881,291.112,212.973,293.805,366.006,210.049,285.194,292.221,213.065,197.122,318.531,201.132,193.005,287.712,286.182,229.661,436.538,230.253,215.095,469.723,801.358,286.368,225.031,223.66,124.49,165.245,261.829,169.389,118.11,155.084,238.9,131.394,147.206,187.726,91.8777,124.408,185.222,114.865,80.2479,124.822,145.749,110.511,123.376,233.887,124.591,136.213,137.051,85.7387,41.1309,124.934,66.2375,69.1806,158.848,62.1508,65.0874,531.159,697.658,35.9111,106.335,180.372,54.3926,109.973,157.975,122.413,61.5839,116.874,144.243,93.7594,132.929,147.352,76.0911,77.1635,118.754,137.58
8.916462585,149.447,171.959,188.146,162.554,114.48,198.453,153.965,112.475,161.966,144.649,134,86.9633,193.209,139.611,137.302,260.277,122.405,94.606,190.231,192.489,90.915,151.555,198.357,150.912,392.736,427.213,163.35,77.412,228.23,195.545,98.2807,157.932,222.432,76.2435,133.317,188.174,82.3951,164.036,180.019,130.943,122.276,140.565,183.118,95.5594,175.694,218.625,184.722,74.6063,198.603,122.653,72.4471,182.03,138.028,90.531,249.543,207.155,88.7898,227.849,937.706,220.106,154.245,133.958,131.312,65.9472,152.368,118.564,93.3535,119.296,175.555,97.9287,137.186,189.418,102.731,40.6689,162.774,96.5205,83.9595,106.167,101.959,102.421,51.8362,186.98,92.828,96.8596,127.35,121.844,66.6401,113.877,91.3476,26.2247,108.183,107.747,6.88518,475.635,627.966,51.0348,74.2593,226.255,54.0849,44.2139,143.868,148.4,75.2648,100.044,94.8609,55.1365,116.774,101.112,112.427,57.9263,97.6374,160.87,48.6693,106.5,108.005,67.5712,58.5002,137.189,52.5211,59.1715,116.246,101.881,63.6788,210.793,62.3719,58.0576,216.332,445.679,378.446,257.121,78.6014,43.124,63.4986,108.188,60.2381,33.002,46.5521,113.162,34.9331,43.4699,85.6639,17.9892,40.6075,81.52,35.3343,25.1028,46.4137,56.9647,37.8312,32.8608,111.656,40.1176,50.5698,51.3614,37.9086,9.77369,55.0084,23.3212,22.2462,73.7422,19.9598,23.3674,306.298,522.532,4.75004,32.0089,97.0604,7.62109,42.7385,67.0996,39.7733,19.3456,55.9049,53.8514,29.6472,51.1042,59.5402,24.4861,23.503,43.3868,65.7317
10.402539683,28.8787,39.3624,38.5493,33.2498,10.7901,50.2081,26.0728,14.919,37.5477,25.1462,27.0686,6.16477,51.1221,20.7373,20.1078,82.7438,15.7387,15.2698,62.9431,48.9273,14.4611,42.8688,47.9966,177.666,431.427,163.297,49.4236,12.2757,58.2009,55.1366,9.64966,29.139,71.767,3.87659,25.649,50.8838,5.76587,40.7978,38.5549,21.5102,19.5565,22.3903,46.974,7.81019,38.69,49.5568,51.7425,5.36053,59.5338,20.8571,2.35215,50.1721,27.1516,7.20436,72.0467,52.5927,4.14881,43.1367,537.724,304.595,85.8056,26.9493,38.2772,8.18995,37.6447,21.459,19.1666,30.7168,48.5544,15.8605,28.6522,58.4901,18.3274,0.480788,57.4366,11.1637,16.8397,28.035,14.494,26.6315,5.74971,60.8484,19.0017,21.2667,23.0337,37.6202,10.5056,23.5155,37.3107,6.64537,27.3419,43.3409,19.9797,390.683,421.017,5.06391,4.70498,95.1216,4.89642,2.86756,45.7671,37.7006,24.0262,32.3482,16.6332,4.80987,33.2299,14.9876,31.9882,5.99428,15.3456,57.0088,0.794284,25.7056,25.2703,13.5721,9.69584,44.8843,2.62524,10.7975,40.6733,21.6339,6.39124,86.7924,6.48709,4.70268,82.4957,190.943,477.489,298.228,17.9055,12.3484,25.1161,30.9279,14.8858,3.46509,6.98074,47.5324,2.75122,4.11324,33.638,0.0349578,7.13096,29.6277,9.04714,5.28608,17.42,19.6997,9.39388,2.63861,43.3267,9.27061,14.0218,14.8806,16.1374,14.3733,19.2317,7.30435,13.3981,28.3922,6.50508,19.9396,153.991,394.6,39.9235,3.80034,50.4946,7.16351,12.4834,21.7183,5.47786,9.4449,33.0046,13.027,5.19766,15.2225,16.9792,5.51977,6.54077,9.99185,27.0398
11.888616780,8.42986,10.4457,5.9408,3.43418,0.930675,9.13234,0.522475,1.44879,7.87239,1.74614,2.17317,3.81872,8.59778,0.390845,0.0319634,22.389,9.42679,5.34005,31.3666,14.2652,2.43889,22.23,5.83532,179.743,472.414,67.1705,16.9617,19.8981,6.58764,14.774,7.9896,3.93631,23.8595,10.4329,1.8394,11.1117,6.63699,8.5494,2.95048,1.36245,0.64731,0.558363,8.32813,1.62106,4.64416,3.95526,14.9113,11.3891,17.8958,1.11204,6.7231,11.1833,2.43603,7.37587,15.0319,8.60293,14.2449,1.51605,323.044,438.546,58.6435,9.5273,21.4487,2.59407,7.80798,4.42922,3.6313,23.0878,14.7458,0.577024,9.91668,17.0881,0.792868,12.558,19.8343,0.72243,7.63634,10.1397,0.373225,8.22254,7.73675,17.6492,7.62575,6.74873,0.990621,15.4868,4.22289,1.89076,22.9109,11.4536,4.07221,23.2173,22.653,349.821,357.154,14.1143,13.7768,43.6919,2.28375,7.10291,13.5815,9.82097,28.013,13.7219,0.690721,2.43973,8.90592,0.180489,9.96876,4.24028,0.102794,21.2902,7.8109,4.24345,4.34649,5.65614,4.49883,11.9259,4.31388,5.17153,20.4546,5.817,3.59897,38.0324,6.70547,1.36235,32.5985,66.0999,506.633,334.142,14.0723,6.70985,19.9626,6.22118,3.9953,0.391076,4.61741,24.867,2.80018,0.908355,15.81,5.95378,1.20098,13.93,8.80137,1.27771,16.4226,13.0701,3.13998,3.92014,14.769,6.18624,6.16759,8.40345,9.77703,29.6343,9.53989,3.78245,19.2704,11.8465,3.11406,25.7362,74.9076,306.685,96.3173,5.90589,29.1565,22.5447,3.13669,7.4202,1.58352,11.7157,31.3008,4.78523,0.730895,7.54021,3.87933,1.52683,7.61385,2.55984,11.7498
